stage,status,rwp_before,rwp_after
background_scale,ok,nan,33.93198660393299
sample_displacement,ok,33.93198660393299,33.929591959573216
unit_cell,ok,33.929591959573216,33.91935226487108
profile_instrument,ok,33.91935226487108,19.907134996507615
profile_microstrain_size,ok,19.907134996507615,14.172199994248997
