stage,status,rwp_before,rwp_after
background_scale,ok,100.0,27.216203203991597
sample_displacement,ok,27.216203203991597,27.215199005061258
unit_cell,ok,27.215199005061258,27.204917599313283
profile_instrument,ok,27.204917599313283,18.362545143833817
profile_microstrain_size,ok,18.362545143833817,14.243835869852765
preferred_orientation,failed_bounds,14.243835869852765,23.651448250556147
atoms,failed_bounds,14.243835869852765,29.021697923998435
