stage,status,rwp_before,rwp_after
background_scale,ok,99.97606669953883,8.303607670481805
sample_displacement,ok,8.303607670481805,8.303607670481805
unit_cell,ok,8.303607670481805,7.49701005911239
profile_instrument,ok,7.49701005911239,6.098400980471068
profile_microstrain_size,ok,6.098400980471068,6.066150741527891
preferred_orientation,failed_bounds,6.066150741527891,6.08126278333237
atoms,failed_error,6.066150741527891,nan
