stage,status,rwp_before,rwp_after
background_scale,ok,nan,8.881938796742732
sample_displacement,ok,8.881938796742732,8.881938796742732
unit_cell,ok,8.881938796742732,7.9655652385741735
profile_instrument,ok,7.9655652385741735,6.377057274633118
profile_microstrain_size,ok,6.377057274633118,6.389172584591339
